Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,DATA_LAST_UPDATE,CUST_BREAKDOWN_LB,Value
2017,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2018,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2019,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,67.0
2020,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2021,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,40.0
2000,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2001,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2002,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2003,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2004,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2005,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2006,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2007,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2008,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2009,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2010,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2011,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2012,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2013,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2014,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2015,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,
2016,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,63.0
2017,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,78.0
2018,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,78.0
2019,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,75.0
2020,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,74.0
2021,SH_ACS_MCV2,,,,,,,,,,,2023-02-24,,74.0
2008,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,
2009,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,
2010,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,
2011,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,
2012,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,21.0
2013,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,95.0
2014,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,91.0
2015,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,87.0
2016,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,90.0
2017,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,89.0
2018,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,89.0
2019,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,90.0
2020,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,86.0
2021,SH_ACS_PCV3,,,,,,,,,,,2023-02-24,,86.0
2006,SH_FPL_INFM,F,Y15T49,,,,,,,,,2023-03-23,,52.5
2011,SH_FPL_INFM,F,Y15T49,,,,,,,,,2023-03-23,,58.8
2015,SH_FPL_INFM,F,Y15T49,,,,,,,,,2023-03-23,,59.9
2006,SH_FPL_INFMCU,F,Y15T49,,,,,,,,,2023-03-23,,91.5
2011,SH_FPL_INFMCU,F,Y15T49,,,,,,,,,2023-03-23,,88.5
2015,SH_FPL_INFMCU,F,Y15T49,,,,,,,,,2023-03-23,,93.2
2006,SH_FPL_INFMRH,F,Y15T49,,,,,,,,,2023-03-23,,83.5
2011,SH_FPL_INFMRH,F,Y15T49,,,,,,,,,2023-03-23,,84.5
2015,SH_FPL_INFMRH,F,Y15T49,,,,,,,,,2023-03-23,,86.6
2006,SH_FPL_INFMSR,F,Y15T49,,,,,,,,,2023-03-23,,68.1
2011,SH_FPL_INFMSR,F,Y15T49,,,,,,,,,2023-03-23,,75.8
2015,SH_FPL_INFMSR,F,Y15T49,,,,,,,,,2023-03-23,,72.2
2005,SH_FPL_MTMM,F,Y15T49,,,,,,,,,2023-02-27,,77.4
2010,SH_FPL_MTMM,F,Y15T49,,,,,,,,,2023-02-27,,77.5
2014,SH_FPL_MTMM,F,Y15T49,,,,,,,,,2023-02-27,,84.6
2015,SH_FPL_MTMM,F,Y15T49,,,,,,,,,2023-02-27,,84.8
2000,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.19333
2001,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.34476
2002,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.47526
2003,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.44713
2004,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.38941
2005,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,29.19447
2006,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.99888
2007,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.80302
2008,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.60652
2009,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.40977
2010,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.21239
2011,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,28.0148
2012,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,27.8166
2013,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,27.6182
2014,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,27.43137
2015,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,27.25682
2016,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,27.09445
2017,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.94459
2018,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.80794
2019,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.68398
2020,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.57385
2021,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.477
2022,SH_H2O_SAFE,,,,,,,,,,,2023-09-12,,26.51643
2000,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.78508
2001,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.78508
2002,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.74789
2003,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.7107
2004,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.67352
2005,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.42827
2006,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,16.18396
2007,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,15.94058
2008,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,15.69813
2009,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,15.45661
2010,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,15.21602
2011,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,14.97636
2012,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,14.73763
2013,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,14.49983
2014,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,14.26296
2015,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,14.02702
2016,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,13.79201
2017,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,13.55793
2018,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,13.32478
2019,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,13.09256
2020,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,12.86127
2021,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,12.63091
2022,SH_H2O_SAFE,,,R,,,,,,,,2023-09-12,,12.63091
2000,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.54154
2001,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.54154
2002,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.54815
2003,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.65036
2004,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.75258
2005,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.85483
2006,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,53.95711
2007,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.05941
2008,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.16173
2009,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.26407
2010,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.36644
2011,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.46883
2012,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.57125
2013,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.67369
2014,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.77615
2015,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.87864
2016,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,54.98115
2017,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.08369
2018,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.18624
2019,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.28883
2020,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.39143
2021,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.49406
2022,SH_H2O_SAFE,,,U,,,,,,,,2023-09-12,,55.49406
2000,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,31.45737
2001,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,31.28294
2002,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,30.38265
2003,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,29.7012
2004,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,29.04952
2005,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,28.39443
2006,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,27.73633
2007,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,27.07485
2008,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,26.41038
2009,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,25.74256
2010,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,25.07177
2011,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,24.39766
2012,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,23.72059
2013,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,23.04023
2014,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,22.34743
2015,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,21.64259
2016,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,20.92678
2017,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,20.20074
2018,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,19.46492
2019,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,18.72294
2020,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,18.03162
2021,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,17.33351
2022,SH_SAN_DEFECT,,,,,,,,,,,2023-09-12,,17.30995
2000,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,45.74947
2001,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,45.74947
2002,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,44.74222
2003,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,43.73497
2004,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,42.72773
2005,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,41.72048
2006,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,40.71324
2007,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,39.70599
2008,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,38.69874
2009,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,37.6915
2010,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,36.68425
2011,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,35.67701
2012,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,34.66976
2013,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,33.66251
2014,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,32.65527
2015,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,31.64802
2016,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,30.64077
2017,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,29.63353
2018,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,28.62628
2019,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,27.61904
2020,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,26.61179
2021,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,25.60454
2022,SH_SAN_DEFECT,,,R,,,,,,,,2023-09-12,,25.60454
2000,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,3.41255
2001,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,3.41255
2002,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,3.22257
2003,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,3.03258
2004,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,2.84259
2005,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,2.65261
2006,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,2.46262
2007,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,2.27264
2008,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,2.08265
2009,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,1.89267
2010,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,1.70268
2011,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,1.51269
2012,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,1.32271
2013,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,1.13272
2014,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.94274
2015,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.75275
2016,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.56277
2017,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.37278
2018,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.18279
2019,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.0
2020,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.0
2021,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.0
2022,SH_SAN_DEFECT,,,U,,,,,,,,2023-09-12,,0.0
2009,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.64875
2010,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.61308
2011,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.5776
2012,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.54213
2013,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.50685
2014,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.47746
2015,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.45414
2016,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.43669
2017,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.42513
2018,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.41964
2019,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.41984
2020,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.42611
2021,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.43806
2022,SH_SAN_HNDWSH,,,,,,,,,,,2023-09-12,,42.45609
2009,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2010,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2011,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2012,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2013,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2014,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2015,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2016,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2017,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2018,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2019,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2020,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2021,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2022,SH_SAN_HNDWSH,,,R,,,,,,,,2023-09-12,,36.10724
2009,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2010,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2011,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2012,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2013,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2014,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2015,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2016,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2017,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2018,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2019,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2020,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2021,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2022,SH_SAN_HNDWSH,,,U,,,,,,,,2023-09-12,,55.70549
2000,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.58743
2001,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.52948
2002,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.53794
2003,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.5909
2004,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.65549
2005,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.43584
2006,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.21708
2007,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,26.99905
2008,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,26.78189
2009,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,26.56541
2010,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,26.34977
2011,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,27.70013
2012,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,28.94124
2013,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,30.07467
2014,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,31.10169
2015,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,32.02672
2016,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,32.85382
2017,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,33.5866
2018,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,33.54427
2019,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,32.96148
2020,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,32.38123
2021,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,31.80244
2022,SH_SAN_SAFE,,,,,,,,,,,2023-09-12,,31.80643
2000,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.33536
2001,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.33536
2002,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.45388
2003,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.52801
2004,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.60214
2005,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.45621
2006,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.30929
2007,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.16136
2008,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,32.01244
2009,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.86252
2010,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.7116
2011,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.72327
2012,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.71106
2013,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.67543
2014,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.6168
2015,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.53562
2016,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.43232
2017,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.30735
2018,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,31.11208
2019,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,30.87478
2020,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,30.63757
2021,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,30.40045
2022,SH_SAN_SAFE,,,R,,,,,,,,2023-09-12,,30.40045
2000,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,18.27075
2001,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,18.27075
2002,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,18.2398
2003,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,18.20884
2004,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,18.17789
2005,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,17.73802
2006,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,17.29953
2007,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,16.86245
2008,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,16.42676
2009,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,15.99246
2010,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,15.55956
2011,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,19.53747
2012,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,23.27522
2013,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,26.77326
2014,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,30.03206
2015,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,33.05208
2016,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,35.83379
2017,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,38.37764
2018,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,38.66335
2019,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,37.35321
2020,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,36.04562
2021,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,34.74058
2022,SH_SAN_SAFE,,,U,,,,,,,,2023-09-12,,34.74058
2000,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,33.9
2001,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,33.5
2002,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,33.2
2003,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,33.1
2004,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,32.9
2005,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,32.8
2006,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,32.6
2007,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,32.2
2008,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,31.9
2009,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,31.4
2010,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,30.9
2011,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,30.4
2012,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,30.0
2013,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,29.6
2014,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,29.3
2015,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,29.1
2016,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,28.9
2017,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,28.8
2018,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,28.8
2019,SH_STA_ANEM,F,Y15T49,,,,,,,,,2021-03-17,,28.9
2000,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,33.9
2001,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,33.6
2002,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,33.2
2003,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,33.0
2004,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,32.8
2005,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,32.7
2006,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,32.4
2007,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,32.1
2008,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,31.6
2009,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,31.1
2010,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,30.6
2011,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,30.1
2012,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,29.7
2013,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,29.3
2014,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,29.0
2015,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,28.8
2016,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,28.7
2017,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,28.6
2018,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,28.6
2019,SH_STA_ANEM_NPRG,F,Y15T49,,,,,,,,,2021-03-17,,28.7
2000,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.0
2001,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.1
2002,SH_STA_ANEM_PREG,F,Y15T49,,,,,,,,,2021-03-17,,33.2
